"Accounting Report"
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"GETPAGES", 4531.8K, 4550.0K, 0.4
"BUFFER UPDATES", 1365.9K, 1371.8K, 0.43
"LIST PREFETCH REQS", 21.00, 21.00, 0
"DYN. PREFETCH REQS", 26882.00, 26995.00, 0.42
"BP15  BPOOL ACTIVITY", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"GETPAGES", 35908.9K, 36251.6K, 0.95
"BUFFER UPDATES", 2967.2K, 2978.8K, 0.39
"SYNCHRONOUS WRITE", 1.00, 1.00, 0
"SYNCHRONOUS READ", 15.00, 15.00, 0
"LIST PREFETCH REQS", 379.6K, 391.6K, 3.16
"DYN. PREFETCH REQS", 5348.00, 5293.00, -1.03
"PAGES READ ASYNCHR.", 177.00, 142.00, -19.77
"BP16  BPOOL ACTIVITY", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 99.99, 99.99, 0
"GETPAGES", 22434.5K, 22493.9K, 0.26
"BUFFER UPDATES", 6958.3K, 6985.9K, 0.4
"SYNCHRONOUS READ", 784.00, 786.00, 0.26
"LIST PREFETCH REQS", 81727.00, 81682.00, -0.06
"DYN. PREFETCH REQS", 140.8K, 129.5K, -8.03
"PAGES READ ASYNCHR.", 734.00, 794.00, 8.17
"TOTAL  BPOOL ACTIVITY", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"GETPAGES", 64675.7K, 65103.5K, 0.66
"BUFFER UPDATES", 19754.8K, 19835.6K, 0.41
"SYNCHRONOUS WRITE", 1.00, 1.00, 0
"SYNCHRONOUS READ", 846.00, 850.00, 0.47
"LIST PREFETCH REQS", 461.3K, 473.4K, 2.62
"DYN. PREFETCH REQS", 199.9K, 188.8K, -5.55
"PAGES READ ASYNCHR.", 914.00, 940.00, 2.84
"BP8K BPOOL ACTIVITY", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"GETPAGES", 26923.00, 27036.00, 0.42
"DYN. PREFETCH REQS", 4.00, 4.00, 0
"BP16K BPOOL ACTIVITY", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"GETPAGES", 26897.00, 27010.00, 0.42
"BP32K BPOOL ACTIVITY", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"GETPAGES", 1746.6K, 1753.9K, 0.42
"BUFFER UPDATES", 8463.4K, 8499.0K, 0.42
"SYNCHRONOUS READ", 47.00, 49.00, 4.26
"DYN. PREFETCH REQS", 26870.00, 26984.00, 0.42
"PAGES READ ASYNCHR.", 3.00, 4.00, 33.33
"TOT4K BPOOL ACTIVITY", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"GETPAGES", 62875.3K, 63295.5K, 0.67
"BUFFER UPDATES", 11291.4K, 11336.5K, 0.4
"SYNCHRONOUS WRITE", 1.00, 1.00, 0
"SYNCHRONOUS READ", 799.00, 801.00, 0.25
"LIST PREFETCH REQS", 461.3K, 473.4K, 2.62
"DYN. PREFETCH REQS", 173.1K, 161.8K, -6.53
"PAGES READ ASYNCHR.", 911.00, 936.00, 2.74
"PKG DSNREXX: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 2:16.577574, 2:16.674375, 0.07
"CP CPU TIME", 24.007037, 24.061892, 0.23
"TOTAL(CP+SE) CPU TIMES", 24.007037, 24.061892, 0.23
"SUSPENSION-CL8", 1:52.713765, 1:52.754470, 0.04
"CP CPU SU", 2065121.00, 2069840.00, 0.23
"TOTAL (CP+SE) CPU SU TIMES", 2065121.00, 2069840.00, 0.23
"PKG DSNREXX: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 751227.00, 752499.00, 0.17
"SQL STMT - TOTAL", 751227, 752499, 0.17
"PKG DSNREXX: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.002697, 0.002068, -23.32
"IRLM LOCK+LATCH", 0.002683, 0.002065, -23.03
"DB2 LATCH", 0.000014, 0.000003, -78.57
"SYNCHRONOUS I/O", 0.018983, 0.023693, 24.81
"SERV.TASK SWITCH", 1:52.692085, 1:52.728708, 0.03
"PKG GLWJEMP1: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 2.338586, 2.339879, 0.06
"CP CPU TIME", 2.302886, 2.314893, 0.52
"TOTAL(CP+SE) CPU TIMES", 2.302886, 2.314893, 0.52
"SUSPENSION-CL8", 0.015814, 0.004413, -72.09
"NOT ACCOUNTED", 0.019886, 0.020573, 3.45
"CP CPU SU", 198097.00, 199130.00, 0.52
"TOTAL (CP+SE) CPU SU TIMES", 198097.00, 199130.00, 0.52
"PKG GLWJEMP1: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 134369.00, 134587.00, 0.16
"SQL STMT - TOTAL", 134369, 134587, 0.16
"PKG GLWJEMP1: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000165, 0.000093, -43.64
"IRLM LOCK+LATCH", 0.000165, 0.000093, -43.64
"OTHER WRITE I/O", 0.014087, 0.002696, -80.86
"SERV.TASK SWITCH", 0.001562, 0.001624, 3.97
"PKG GLWJEMP2: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.044522, 0.045232, 1.59
"CP CPU TIME", 0.044271, 0.045023, 1.7
"TOTAL(CP+SE) CPU TIMES", 0.044271, 0.045023, 1.7
"NOT ACCOUNTED", 0.000252, 0.000209, -17.06
"CP CPU SU", 3808.00, 3872.00, 1.68
"TOTAL (CP+SE) CPU SU TIMES", 3808.00, 3872.00, 1.68
"PKG GLWJEMP2: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 2643.00, 2699.00, 2.12
"SQL STMT - TOTAL", 2643, 2699, 2.12
"PKG GLWJEMP2: AVERAGE TIME", Run A, Run B, DELTA (%)
"PKG GLWJEMP3: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 2.173362, 2.180632, 0.33
"CP CPU TIME", 2.136480, 2.145825, 0.44
"TOTAL(CP+SE) CPU TIMES", 2.136480, 2.145825, 0.44
"SUSPENSION-CL8", 0.018651, 0.018264, -2.07
"NOT ACCOUNTED", 0.018231, 0.016543, -9.26
"CP CPU SU", 183783.00, 184587.00, 0.44
"TOTAL (CP+SE) CPU SU TIMES", 183783.00, 184587.00, 0.44
"PKG GLWJEMP3: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 231338.00, 232104.00, 0.33
"SQL STMT - TOTAL", 231338, 232104, 0.33
"PKG GLWJEMP3: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000159, 0.000233, 46.54
"IRLM LOCK+LATCH", 0.000159, 0.000233, 46.54
"SYNCHRONOUS I/O", 0.000456, 0.000425, -6.8
"OTHER WRITE I/O", 0.000245, 0.000000, -100
"SERV.TASK SWITCH", 0.017790, 0.017606, -1.03
"PKG DPTADD: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.864957, 0.934045, 7.99
"CP CPU TIME", 0.782886, 0.788079, 0.66
"TOTAL(CP+SE) CPU TIMES", 0.782886, 0.788079, 0.66
"SUSPENSION-CL8", 0.076859, 0.140502, 82.8
"NOT ACCOUNTED", 0.005212, 0.005464, 4.83
"CP CPU SU", 67345.00, 67791.00, 0.66
"TOTAL (CP+SE) CPU SU TIMES", 67345.00, 67791.00, 0.66
"PKG DPTADD: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 92953.00, 93660.00, 0.76
"SQL STMT - TOTAL", 92953, 93660, 0.76
"PKG DPTADD: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000120, 0.000000, -100
"IRLM LOCK+LATCH", 0.000120, 0.000000, -100
"SYNCHRONOUS I/O", 0.001710, 0.002506, 46.55
"OTHER WRITE I/O", 0.000842, 0.000563, -33.14
"SERV.TASK SWITCH", 0.074187, 0.137432, 85.25
"PKG DPTANO: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.179307, 0.181108, 1
"CP CPU TIME", 0.070376, 0.070960, 0.83
"TOTAL(CP+SE) CPU TIMES", 0.070376, 0.070960, 0.83
"SUSPENSION-CL8", 0.108953, 0.110102, 1.05
"CP CPU SU", 6053.00, 6104.00, 0.84
"TOTAL (CP+SE) CPU SU TIMES", 6053.00, 6104.00, 0.84
"PKG DPTANO: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 26558.00, 26760.00, 0.76
"SQL STMT - TOTAL", 26558, 26760, 0.76
"PKG DPTANO: AVERAGE TIME", Run A, Run B, DELTA (%)
"SYNCHRONOUS I/O", 0.108953, 0.110102, 1.05
"PKG DPTBAL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 3.510436, 3.671598, 4.59
"CP CPU TIME", 3.406278, 3.548736, 4.18
"TOTAL(CP+SE) CPU TIMES", 3.406278, 3.548736, 4.18
"SUSPENSION-CL8", 0.080148, 0.097795, 22.02
"NOT ACCOUNTED", 0.024009, 0.025068, 4.41
"CP CPU SU", 293013.00, 305267.00, 4.18
"TOTAL (CP+SE) CPU SU TIMES", 293013.00, 305267.00, 4.18
"PKG DPTBAL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 300209.00, 299240.00, -0.32
"SQL STMT - TOTAL", 300209, 299240, -0.32
"PKG DPTBAL: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000430, 0.000400, -6.98
"IRLM LOCK+LATCH", 0.000300, 0.000295, -1.67
"DB2 LATCH", 0.000130, 0.000105, -19.23
"SYNCHRONOUS I/O", 0.001786, 0.002233, 25.03
"OTHER WRITE I/O", 0.007767, 0.006735, -13.29
"SERV.TASK SWITCH", 0.070165, 0.088427, 26.03
"PKG DPTDEL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.300250, 0.322644, 7.46
"CP CPU TIME", 0.282911, 0.290478, 2.67
"TOTAL(CP+SE) CPU TIMES", 0.282911, 0.290478, 2.67
"SUSPENSION-CL8", 0.015467, 0.030262, 95.66
"NOT ACCOUNTED", 0.001872, 0.001904, 1.71
"CP CPU SU", 24336.00, 24987.00, 2.68
"TOTAL (CP+SE) CPU SU TIMES", 24336.00, 24987.00, 2.68
"PKG DPTDEL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 24003.00, 24669.00, 2.77
"SQL STMT - TOTAL", 24003, 24669, 2.77
"PKG DPTDEL: AVERAGE TIME", Run A, Run B, DELTA (%)
"SYNCHRONOUS I/O", 0.001463, 0.001661, 13.53
"SERV.TASK SWITCH", 0.014004, 0.028602, 104.24
"PKG DPTMGR: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 6.678242, 6.541452, -2.05
"CP CPU TIME", 1.342863, 1.360325, 1.3
"TOTAL(CP+SE) CPU TIMES", 1.342863, 1.360325, 1.3
"SUSPENSION-CL8", 5.337830, 5.183256, -2.9
"CP CPU SU", 115515.00, 117017.00, 1.3
"TOTAL (CP+SE) CPU SU TIMES", 115515.00, 117017.00, 1.3
"PKG DPTMGR: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 132664.00, 135210.00, 1.92
"SQL STMT - TOTAL", 132664, 135210, 1.92
"PKG DPTMGR: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000262, 0.000074, -71.76
"IRLM LOCK+LATCH", 0.000262, 0.000074, -71.76
"SYNCHRONOUS I/O", 0.004034, 0.004436, 9.97
"SERV.TASK SWITCH", 5.333535, 5.176407, -2.95
"PKG DPTSEL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 19.152650, 19.227955, 0.39
"CP CPU TIME", 19.050995, 19.125336, 0.39
"TOTAL(CP+SE) CPU TIMES", 19.050995, 19.125336, 0.39
"SUSPENSION-CL8", 0.001596, 0.002014, 26.19
"NOT ACCOUNTED", 0.100059, 0.100604, 0.54
"CP CPU SU", 1638795.00, 1645190.00, 0.39
"TOTAL (CP+SE) CPU SU TIMES", 1638795.00, 1645190.00, 0.39
"PKG DPTSEL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 857144.00, 859694.00, 0.3
"SQL STMT - TOTAL", 857144, 859694, 0.3
"PKG DPTSEL: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000470, 0.000886, 88.51
"IRLM LOCK+LATCH", 0.000385, 0.000795, 106.49
"DB2 LATCH", 0.000086, 0.000091, 5.81
"SYNCHRONOUS I/O", 0.001126, 0.001128, 0.18
"PKG DPTUPD: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.654225, 0.606831, -7.24
"CP CPU TIME", 0.605829, 0.599231, -1.09
"TOTAL(CP+SE) CPU TIMES", 0.605829, 0.599231, -1.09
"SUSPENSION-CL8", 0.044232, 0.003829, -91.34
"NOT ACCOUNTED", 0.004164, 0.003772, -9.41
"CP CPU SU", 52114.00, 51546.00, -1.09
"TOTAL (CP+SE) CPU SU TIMES", 52114.00, 51546.00, -1.09
"PKG DPTUPD: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 81251.00, 80346.00, -1.11
"SQL STMT - TOTAL", 81251, 80346, -1.11
"PKG DPTUPD: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000145, 0.000125, -13.79
"IRLM LOCK+LATCH", 0.000145, 0.000125, -13.79
"SYNCHRONOUS I/O", 0.001527, 0.001142, -25.21
"SERV.TASK SWITCH", 0.042560, 0.000577, -98.64
"PKG DPTUPR: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 1.100040, 1.067056, -3
"CP CPU TIME", 1.017079, 1.026981, 0.97
"TOTAL(CP+SE) CPU TIMES", 1.017079, 1.026981, 0.97
"SUSPENSION-CL8", 0.074522, 0.031608, -57.59
"NOT ACCOUNTED", 0.008439, 0.008467, 0.33
"CP CPU SU", 87490.00, 88342.00, 0.97
"TOTAL (CP+SE) CPU SU TIMES", 87490.00, 88342.00, 0.97
"PKG DPTUPR: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 118503.00, 119439.00, 0.79
"SQL STMT - TOTAL", 118503, 119439, 0.79
"PKG DPTUPR: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000217, 0.000147, -32.26
"IRLM LOCK+LATCH", 0.000217, 0.000147, -32.26
"SYNCHRONOUS I/O", 0.002049, 0.001412, -31.09
"OTHER READ I/O", 0.000236, 0.000239, 1.27
"SERV.TASK SWITCH", 0.072020, 0.028000, -61.12
"PKG EMPADD: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 15.395704, 15.325679, -0.45
"CP CPU TIME", 12.672503, 12.729650, 0.45
"TOTAL(CP+SE) CPU TIMES", 12.672503, 12.729650, 0.45
"SUSPENSION-CL8", 2.606278, 2.472068, -5.15
"NOT ACCOUNTED", 0.116923, 0.123961, 6.02
"CP CPU SU", 1090107.00, 1095023.00, 0.45
"TOTAL (CP+SE) CPU SU TIMES", 1090107.00, 1095023.00, 0.45
"PKG EMPADD: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 1343690.00, 1345870.00, 0.16
"SQL STMT - TOTAL", 1343690, 1345870, 0.16
"PKG EMPADD: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.001424, 0.001038, -27.11
"IRLM LOCK+LATCH", 0.001424, 0.001037, -27.18
"SYNCHRONOUS I/O", 0.022015, 0.022413, 1.81
"OTHER WRITE I/O", 0.015221, 0.031018, 103.78
"SERV.TASK SWITCH", 2.567618, 2.417600, -5.84
"PKG EMPADX: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 9.561981, 9.530928, -0.32
"CP CPU TIME", 8.590175, 8.555701, -0.4
"TOTAL(CP+SE) CPU TIMES", 8.590175, 8.555701, -0.4
"SUSPENSION-CL8", 0.902126, 0.906284, 0.46
"NOT ACCOUNTED", 0.069680, 0.068943, -1.06
"CP CPU SU", 738939.00, 735974.00, -0.4
"TOTAL (CP+SE) CPU SU TIMES", 738939.00, 735974.00, -0.4
"PKG EMPADX: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 483165.00, 482742.00, -0.09
"SQL STMT - TOTAL", 483165, 482742, -0.09
"PKG EMPADX: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000409, 0.000867, 111.98
"IRLM LOCK+LATCH", 0.000409, 0.000867, 111.98
"SYNCHRONOUS I/O", 0.821635, 0.818612, -0.37
"SERV.TASK SWITCH", 0.000416, 0.000417, 0.24
"PKG EMPANO: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 1.798045, 1.794362, -0.2
"CP CPU TIME", 0.698756, 0.697956, -0.11
"TOTAL(CP+SE) CPU TIMES", 0.698756, 0.697956, -0.11
"SUSPENSION-CL8", 1.099812, 1.096149, -0.33
"CP CPU SU", 60108.00, 60039.00, -0.11
"TOTAL (CP+SE) CPU SU TIMES", 60108.00, 60039.00, -0.11
"PKG EMPANO: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 268738.00, 269174.00, 0.16
"SQL STMT - TOTAL", 268738, 269174, 0.16
"PKG EMPANO: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000064, 0.000000, -100
"IRLM LOCK+LATCH", 0.000064, 0.000000, -100
"SYNCHRONOUS I/O", 1.099748, 1.096149, -0.33
"PKG EMPDEL: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 0.207248, 0.211953, 2.27
"CP CPU TIME", 0.204994, 0.209251, 2.08
"TOTAL(CP+SE) CPU TIMES", 0.204994, 0.209251, 2.08
"SUSPENSION-CL8", 0.000226, 0.000644, 184.96
"NOT ACCOUNTED", 0.002028, 0.002058, 1.48
"CP CPU SU", 17633.00, 18000.00, 2.08
"TOTAL (CP+SE) CPU SU TIMES", 17633.00, 18000.00, 2.08
"PKG EMPDEL: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 15858.00, 16194.00, 2.12
"SQL STMT - TOTAL", 15858, 16194, 2.12
"PKG EMPDEL: AVERAGE TIME", Run A, Run B, DELTA (%)
"SYNCHRONOUS I/O", 0.000226, 0.000644, 184.96
"PKG EMPFND: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 43.957323, 45.345800, 3.16
"CP CPU TIME", 43.711158, 45.133858, 3.25
"TOTAL(CP+SE) CPU TIMES", 43.711158, 45.133858, 3.25
"SUSPENSION-CL8", 0.054334, 0.000045, -99.92
"NOT ACCOUNTED", 0.191831, 0.211898, 10.46
"CP CPU SU", 3760099.00, 3882482.00, 3.25
"TOTAL (CP+SE) CPU SU TIMES", 3760099.00, 3882482.00, 3.25
"PKG EMPFND: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 21376032.00, 22292825.00, 4.29
"SQL STMT - TOTAL", 21376032, 22292825, 4.29
"PKG EMPFND: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000188, 0.000045, -76.06
"IRLM LOCK+LATCH", 0.000150, 0.000013, -91.33
"DB2 LATCH", 0.000038, 0.000031, -18.42
"SYNCHRONOUS I/O", 0.000146, 0.000000, -100
"SERV.TASK SWITCH", 0.054000, 0.000000, -100
"PKG EMPQR2: TIMES", Run A, Run B, DELTA (%)
"ELAP-CL7 TIME-AVG", 1:08.035913, 1:06.318044, -2.52
"CP CPU TIME", 1:07.657556, 1:06.017113, -2.42
"TOTAL(CP+SE) CPU TIMES", 67.657000, 66.017000, -2.42
"SUSPENSION-CL8", 0.094642, 0.014435, -84.75
"NOT ACCOUNTED", 0.283716, 0.286496, 0.98
"CP CPU SU", 5820004.00, 5678891.00, -2.42
"TOTAL (CP+SE) CPU SU TIMES", 5820004.00, 5678891.00, -2.42
"PKG EMPQR2: COUNTS", Run A, Run B, DELTA (%)
"OCCURRENCES", 1, 1, 0
"SQL STMT - AVERAGE", 33087164.00, 32731180.00, -1.08
"SQL STMT - TOTAL", 33087164, 32731180, -1.08
"PKG EMPQR2: AVERAGE TIME", Run A, Run B, DELTA (%)
"LOCK/LATCH", 0.000022, 0.000076, 245.45
"DB2 LATCH", 0.000022, 0.000030, 36.36
