"Statistics Report"
"IRLM", 0.121245, 0.067619, -44.23
"DDF ADDRESS SPACE", 0.001360, 0.000847, -37.72
"TOTAL", 0.159183, 0.100103, -37.11
"TOTAL TIME", Run A, Run B, DELTA (%)
"SYSTEM SERVICES ADDRESS SPACE", 12.230048, 12.151492, -0.64
"DATABASE SERVICES ADDRESS SPACE", 0.790419, 0.776197, -1.8
"IRLM", 0.121282, 0.067630, -44.24
"DDF ADDRESS SPACE", 0.008898, 0.006002, -32.55
"TOTAL", 13.150647, 13.001322, -1.14
"PREEMPT IIP SRB", Run A, Run B, DELTA (%)
"SYSTEM SERVICES ADDRESS SPACE", 4.825670, 4.828920, 0.07
"DATABASE SERVICES ADDRESS SPACE", 1.411127, 1.383540, -1.95
"TOTAL", 6.236797, 6.212461, -0.39
"COMMIT", Run A, Run B, DELTA (%)
"SYSTEM SERVICES ADDRESS SPACE", 0.000033, 0.000032, -3.03
"DATABASE SERVICES ADDRESS SPACE", 0.000002, 0.000002, 0
"TOTAL", 0.000035, 0.000035, 0
"DATA CAPTURE", Run A, Run B, DELTA (%)
"IFC DEST. WRITTEN", Run A, Run B, DELTA (%)
"SMF", 1056.00, 931.00, -11.84
"TOTAL", 1056.00, 931.00, -11.84
"IFC DEST. NOT WRTN", Run A, Run B, DELTA (%)
"IFC RECORD COUNTS WRITTEN", Run A, Run B, DELTA (%)
"SYSTEM RELATED", 27.00, 15.00, -44.44
"DATABASE RELATED", 27.00, 15.00, -44.44
"ACCOUNTING", 2.00, 2.00, 0
"START TRACE", 3.00, 3.00, 0
"SYSTEM PARAMETERS", 28.00, 16.00, -42.86
"SYS.PARMS-BPOOLS", 27.00, 15.00, -44.44
"TOTAL", 114.00, 66.00, -42.11
"IFC RECORD COUNTS NOT WRTN", Run A, Run B, DELTA (%)
"LATCH CNT", Run A, Run B, DELTA (%)
"LC6", 0.01, 0.00, -100
"LC14", 0.04, 0.07, 75
"LC21", 0.02, 0.04, 100
"LC23", 1.63, 1.76, 7.98
"LC24", 6.00, 13.15, 119.17
"DBM1 AND MVS STORAGE BELOW 2GB", Run A, Run B, DELTA (%)
"TOTAL DBM1 STORAGE BELOW 2 GB           (MB)", 14.46, 15.26, 5.53
"TOTAL GETMAINED STORAGE                (MB)", 0.36, 0.40, 11.11
"TOTAL VARIABLE STORAGE                 (MB)", 4.89, 5.25, 7.36
"TOTAL AGENT LOCAL STORAGE             (MB)", 3.31, 3.66, 10.57
"TOTAL AGENT SYSTEM STORAGE           (MB)", 3.19, 3.28, 2.82
"NUMBER OF PREFETCH ENGINES", 31.00, 31.00, 0
"NUMBER OF DEFERRED WRITE ENGINES", 184.00, 184.00, 0
"TOTAL AGENT NON-SYSTEM STORAGE       (MB)", 0.13, 0.39, 200
"TOTAL NUMBER OF ACTIVE USER THREADS", 0.38, 0.71, 86.84
"NUMBER OF ALLIED THREADS", 0.38, 0.71, 86.84
"BUFFER MANAGER STORAGE CNTL BLKS      (MB)", 0.47, 0.48, 2.13
"TOTAL FIXED STORAGE                    (MB)", 0.11, 0.11, 0
"TOTAL GETMAINED STACK STORAGE          (MB)", 9.10, 9.50, 4.4
"TOTAL STACK STORAGE IN USE           (MB)", 8.15, 8.34, 2.33
"SYSTEM AGENT STACK STORAGE IN USE  (MB)", 7.13, 7.19, 0.84
"STORAGE CUSHION                         (MB)", 150.14, 150.14, 0
"24 BIT LOW PRIVATE                      (MB)", 0.16, 0.16, 0
"24 BIT HIGH PRIVATE                     (MB)", 0.46, 0.46, 0
"24 BIT PRIVATE CURRENT HIGH ADDRESS", 0000000000030000, 0000000000030000, 0
"31 BIT EXTENDED LOW PRIVATE             (MB)", 87.66, 87.66, 0
"31 BIT EXTENDED HIGH PRIVATE            (MB)", 35.08, 35.89, 2.31
"31 BIT PRIVATE CURRENT HIGH ADDRESS", 0000000027B00000, 0000000027B00000, 0
"EXTENDED REGION SIZE (MAX)              (MB)", 1501.00, 1501.00, 0
"EXTENDED CSA SIZE                       (MB)", 376.24, 376.24, 0
"AVERAGE THREAD FOOTPRINT                (MB)", 9.79, 6.04, -38.3
"MAX NUMBER OF POSSIBLE THREADS", 116, 189, 62.93
"DBM1 STORAGE ABOVE 2GB", Run A, Run B, DELTA (%)
"GETMAINED STORAGE                       (MB)", 112.23, 112.23, 0
"IN USE EDM DBD POOL                   (MB)", 0.59, 0.59, 0
"IN USE EDM STATEMENT POOL             (MB)", 0.64, 0.52, -18.75
"IN USE EDM SKELETON POOL              (MB)", 3.40, 3.23, -5
"FIXED STORAGE POOL                      (MB)", 6.24, 6.27, 0.48
"VARIABLE STORAGE POOL                   (MB)", 61.73, 63.39, 2.69
"STORAGE MANAGER CONTROL BLOCKS          (MB)", 1.34, 1.34, 0
"VIRTUAL BUFFER POOLS                    (MB)", 1671.87, 1671.87, 0
"VIRTUAL POOL CONTROL BLOCKS             (MB)", 58.86, 58.86, 0
"SHARED GETMAINED STORAGE                (MB)", 4.94, 4.94, 0
"STORAGE FOR STMT DEPENDENCIES         (MB)", 0.03, 0.03, 0
"SHARED FIXED STORAGE                    (MB)", 2.96, 2.96, 0
"RID POOL                              (MB)", 1.00, 1.00, 0
"SHARED VARIABLE STORAGE                 (MB)", 35.46, 39.69, 11.93
"TOTAL AGENT LOCAL STORAGE             (MB)", 33.33, 37.44, 12.33
"TOTAL AGENT SYSTEM STORAGE          (MB)", 28.56, 28.97, 1.44
"TOTAL AGENT NON-SYSTEM STORAGE      (MB)", 4.77, 8.47, 77.57
"STATEMENTS COUNT", 0.21, 0.00, -100
"HWM FOR ALLOCATED STATEMENTS    (MB)", 0.03, 0.03, 0
"STATEMENT COUNT AT HWM", 1.00, 1.00, 0
"DATE AT HWM", 06/11/19, 06/11/19, 0
"TIME AT HWM", 17:46:32.21, 18:14:16.66, 2.6
"DYNAMIC STMT CACHE CNTL BLKS          (MB)", 0.90, 0.90, 0
"SYSTEM COPIES OF CACHED SQL STMTS     (MB)", 0.57, 0.70, 22.81
"IN USE STORAGE                      (MB)", 0.09, 0.08, -11.11
"HWM FOR ALLOCATED STATEMENTS        (MB)", 0.10, 0.10, 0
"SYSTEM COPIES OF STATIC SQL           (MB)", 2.29, 2.76, 20.52
"IN USE STORAGE                      (MB)(SYSTEM COPIES OF STATIC SQL           (MB))", 0.40, 0.38, -5
"THREAD PLAN AND PACKAGE STORAGE       (MB)", 0.08, 0.22, 175
"SHARED STORAGE MANAGER CNTL BLKS        (MB)", 7.59, 7.59, 0
"SHARED SYSTEM AGENT STACK STORAGE       (MB)", 128.00, 128.00, 0
"STACK STORAGE IN USE                  (MB)", 81.00, 82.10, 1.36
"SHARED NON-SYSTEM AGENT STACK STORAGE   (MB)", 384.00, 384.00, 0
"STACK STORAGE IN USE                  (MB)(SHARED NON-SYSTEM AGENT STACK STORAGE   (MB))", 0.73, 1.01, 38.36
"DIST AND MVS STORAGE BELOW 2GB", Run A, Run B, DELTA (%)
"TOTAL DIST STORAGE BELOW 2 GB           (MB)", 1.30, 1.30, 0
"TOTAL VARIABLE STORAGE                 (MB)", 0.26, 0.26, 0
"TOTAL FIXED STORAGE                    (MB)", 0.08, 0.08, 0
"TOTAL GETMAINED STACK STORAGE          (MB)", 0.95, 0.95, 0
"TOTAL STACK STORAGE IN USE           (MB)", 0.87, 0.87, 0
"SYSTEM AGENT STACK STORAGE IN USE  (MB)", 0.78, 0.78, 0
"STORAGE CUSHION                         (MB)", 150.14, 150.14, 0
"24 BIT LOW PRIVATE                      (MB)", 0.24, 0.24, 0
"24 BIT HIGH PRIVATE                     (MB)", 0.23, 0.23, 0
"24 BIT PRIVATE CURRENT HIGH ADDRESS", 0000000000044000, 0000000000044000, 0
"31 BIT EXTENDED LOW PRIVATE             (MB)", 7.69, 7.69, 0
"31 BIT EXTENDED HIGH PRIVATE            (MB)", 13.10, 13.10, 0
"31 BIT PRIVATE CURRENT HIGH ADDRESS", 0000000022AB0000, 0000000022AB0000, 0
"EXTENDED REGION SIZE (MAX)              (MB)", 1501.00, 1501.00, 0
"DIST STORAGE ABOVE 2GB", Run A, Run B, DELTA (%)
"VARIABLE STORAGE                        (MB)", 0.06, 0.06, 0
"STORAGE MANAGER CONTROL BLOCKS          (MB)", 1.34, 1.34, 0
"REAL AND AUXILIARY STORAGE FOR DBM1", Run A, Run B, DELTA (%)
"REAL STORAGE IN USE                     (MB)", 760.51, 716.41, -5.8
"31 BIT IN USE                         (MB)", 40.01, 40.79, 1.95
"64 BIT IN USE                         (MB)", 720.50, 675.62, -6.23
"64 BIT THREAD AND SYSTEM ONLY       (MB)", 171.66, 173.11, 0.84
"HWM 64 BIT REAL STORAGE IN USE          (MB)", 757.57, 768.22, 1.41
"AVERAGE THREAD FOOTPRINT                (MB)", 564.41, 301.64, -46.56
"REAL AND AUXILIARY STORAGE FOR DIST", Run A, Run B, DELTA (%)
"REAL STORAGE IN USE                     (MB)", 11.57, 11.57, 0
"31 BIT IN USE                         (MB)", 4.37, 4.37, 0
"64 BIT IN USE                         (MB)", 7.20, 7.20, 0
"64 BIT THREAD AND SYSTEM ONLY       (MB)", 1.17, 1.17, 0
"HWM 64 BIT REAL STORAGE IN USE          (MB)", 7.20, 7.20, 0
"COMMON STORAGE BELOW AND ABOVE 2GB", Run A, Run B, DELTA (%)
"EXTENDED CSA SIZE                       (MB)", 376.24, 376.24, 0
"FIXED POOL BELOW                        (MB)", 1.27, 1.33, 4.72
"VARIABLE POOL BELOW                     (MB)", 0.67, 0.68, 1.49
"GETMAINED BELOW                         (MB)", 0.10, 0.10, 0
"FIXED POOL ABOVE                        (MB)", 2.37, 2.40, 1.27
"VARIABLE POOL ABOVE                     (MB)", 0.02, 0.02, 0
"GETMAINED ABOVE                         (MB)", 0.18, 0.18, 0
"STORAGE MANAGER CONTROL BLOCKS ABOVE    (MB)", 1.34, 1.34, 0
"REAL LOG MANAGER WRITE BUFFERS ABOVE    (MB)", 5.05, 5.05, 0
"REAL STORAGE IN USE                     (MB)", 4.07, 4.11, 0.98
"AVERAGE THREAD FOOTPRINT                (MB)", 10.86, 5.79, -46.69
"SUBSYSTEM SHARED STORAGE ABOVE 2GB", Run A, Run B, DELTA (%)
"REAL STORAGE IN USE                     (MB)", 86.53, 89.15, 3.03
"SHARED THREAD AND SYSTEM              (MB)", 65.97, 67.19, 1.85
"SHARED STACK STORAGE                  (MB)", 20.56, 21.96, 6.81
"AVERAGE THREAD FOOTPRINT                (MB)", 230.73, 125.71, -45.52
"CPU AND STORAGE METRICS", Run A, Run B, DELTA (%)
"BP0    GENERAL", Run A, Run B, DELTA (%)
"CURRENT ACTIVE BUFFERS", 170.52, 172.47, 1.14
"BUFFERS ALLOCATED - VPOOL", 20000.00, 20000.00, 0
"MIN BUFFERS ON SLRU", 1417.92, 1428.24, 0.73
"MAX BUFFERS ON SLRU", 1418.44, 1429.12, 0.75
"BP0    READ OPERATIONS", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) SEQU", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) RANDOM", 100.00, 100.00, 0
"GETPAGE REQUEST", 4533.7K, 4550.9K, 0.38
"GETPAGE REQS-SEQUENTIAL", 1620.0K, 1626.4K, 0.4
"GETPAGE REQS-RANDOM", 2913.7K, 2924.5K, 0.37
"LIST PREFETCH REQUESTS", 21.00, 21.00, 0
"DYNAMIC PREFETCH REQUESTED", 26892.00, 26995.00, 0.38
"DYNAMIC PREFETCH READS", 1.00, 0.00, -100
"PAGES READ VIA DYN.PREFETCH", 1.00, 0.00, -100
"PAGE-INS REQUIRED FOR READ", 1.00, 0.00, -100
"READ I/O - DASD CACHE HIT", 37314.00, 20730.00, -44.44
"GETPAGE REQUEST /C", 12.07, 12.10, 0.25
"GETPAGE REQS-SEQUENTIAL /C", 4.31, 4.32, 0.23
"GETPAGE REQS-RANDOM /C", 7.76, 7.78, 0.26
"DYNAMIC PREFETCH REQUESTED /C", 0.07, 0.07, 0
"READ I/O - DASD CACHE HIT /C", 0.10, 0.06, -40
"BP0    WRITE OPERATIONS", Run A, Run B, DELTA (%)
"BUFFER UPDATES", 1366.9K, 1372.3K, 0.4
"PAGES WRITTEN", 2349.00, 2268.00, -3.45
"BUFF.UPDATES/PAGES WRITTEN", 581.92, 605.08, 3.98
"SYNCHRONOUS WRITES", 462.00, 452.00, -2.16
"ASYNCHRONOUS WRITES", 252.00, 235.00, -6.75
"PAGES WRITTEN PER WRITE I/O", 3.29, 3.30, 0.3
"BUFFER UPDATES /C", 3.64, 3.65, 0.27
"PAGES WRITTEN /C", 0.01, 0.01, 0
"BP0    SORT/MERGE", Run A, Run B, DELTA (%)
"BP15   GENERAL", Run A, Run B, DELTA (%)
"CURRENT ACTIVE BUFFERS", 4754.66, 6877.55, 44.65
"BUFFERS ALLOCATED - VPOOL", 200.0K, 200.0K, 0
"MIN BUFFERS ON SLRU", 20486.88, 20557.99, 0.35
"MAX BUFFERS ON SLRU", 20544.17, 20655.37, 0.54
"GETPAGE REQU RANDOM ON SLRU", 13229.00, 13261.00, 0.24
"GETPAGE REQU RANDOM ON SLRU /C", 0.04, 0.04, 0
"BP15   READ OPERATIONS", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) SEQU", 100.00, 100.00, 0
"BPOOL HIT RATIO (%) RANDOM", 100.00, 100.00, 0
"GETPAGE REQUEST", 35909.0K, 36251.7K, 0.95
"GETPAGE REQS-SEQUENTIAL", 33211.4K, 33549.5K, 1.02
"GETPAGE REQS-RANDOM", 2697.6K, 2702.1K, 0.17
"SYNCHRONOUS READS", 15.00, 15.00, 0
"SYNC READS-RANDOM", 15.00, 15.00, 0
"GETPAGE PER SYN.READ-RANDOM", 179.8K, 180.1K, 0.17
"LIST PREFETCH REQUESTS", 379.6K, 391.6K, 3.16
"DYNAMIC PREFETCH REQUESTED", 5348.00, 5293.00, -1.03
"DYNAMIC PREFETCH READS", 26.00, 34.00, 30.77
"PAGES READ VIA DYN.PREFETCH", 177.00, 202.00, 14.12
"D.PRF.PAGES READ/D.PRF.READ", 6.81, 5.94, -12.78
"READ I/O - DASD CACHE HIT", 347.8K, 195.0K, -43.93
"GETPAGE REQUEST /C", 95.64, 96.39, 0.78
"GETPAGE REQS-SEQUENTIAL /C", 88.45, 89.20, 0.85
"GETPAGE REQS-RANDOM /C", 7.18, 7.18, 0
"LIST PREFETCH REQUESTS /C", 1.01, 1.04, 2.97
"DYNAMIC PREFETCH REQUESTED /C", 0.01, 0.01, 0
"READ I/O - DASD CACHE HIT /C", 0.93, 0.52, -44.09
"BP15   WRITE OPERATIONS", Run A, Run B, DELTA (%)
"BUFFER UPDATES", 2967.3K, 2978.9K, 0.39
"PAGES WRITTEN", 98596.00, 88612.00, -10.13
"BUFF.UPDATES/PAGES WRITTEN", 30.10, 33.62, 11.69
"SYNCHRONOUS WRITES", 78.00, 64.00, -17.95
"ASYNCHRONOUS WRITES", 5454.00, 4727.00, -13.33
"PAGES WRITTEN PER WRITE I/O", 17.82, 18.50, 3.82
"BUFFER UPDATES /C", 7.90, 7.92, 0.25
"PAGES WRITTEN /C", 0.26, 0.24, -7.69
"ASYNCHRONOUS WRITES /C", 0.01, 0.01, 0
"BP15   SORT/MERGE", Run A, Run B, DELTA (%)
"BP16   GENERAL", Run A, Run B, DELTA (%)
"CURRENT ACTIVE BUFFERS", 5434.50, 8330.02, 53.28
"NUMBER OF DATASET OPENS", 5.00, 5.00, 0
"BUFFERS ALLOCATED - VPOOL", 200.0K, 200.0K, 0
"MIN BUFFERS ON SLRU", 4643.83, 4682.56, 0.83
"MAX BUFFERS ON SLRU", 4714.40, 4805.19, 1.93
"GETPAGE REQU RANDOM ON SLRU", 2764.00, 2843.00, 2.86
"GETPAGE REQU RANDOM ON SLRU /C", 0.01, 0.01, 0
"BP16   READ OPERATIONS", Run A, Run B, DELTA (%)
"BPOOL HIT RATIO (%)", 99.99, 99.99, 0
"BPOOL HIT RATIO (%) SEQU", 99.81, 99.78, -0.03
"BPOOL HIT RATIO (%) RANDOM", 100.00, 100.00, 0
"GETPAGE REQUEST", 22436.4K, 22502.1K, 0.29
"GETPAGE REQS-SEQUENTIAL", 394.3K, 363.0K, -7.94
"GETPAGE REQS-RANDOM", 22042.1K, 22139.0K, 0.44
"SYNCHRONOUS READS", 784.00, 786.00, 0.26
"SYNC READS-SEQUENTIAL", 10.00, 17.00, 70
"SYNC READS-RANDOM", 774.00, 769.00, -0.65
"GETPAGE PER SYN.READ-RANDOM", 28478.19, 28789.40, 1.09
"LIST PREFETCH REQUESTS", 81784.00, 81934.00, 0.18
"DYNAMIC PREFETCH REQUESTED", 140.8K, 129.5K, -8.03
"DYNAMIC PREFETCH READS", 124.00, 128.00, 3.23
"PAGES READ VIA DYN.PREFETCH", 764.00, 794.00, 3.93
"D.PRF.PAGES READ/D.PRF.READ", 6.16, 6.20, 0.65
"READ I/O - DASD CACHE HIT", 137.2K, 91043.00, -33.64
"GETPAGE REQUEST /C", 59.76, 59.83, 0.12
"GETPAGE REQS-SEQUENTIAL /C", 1.05, 0.97, -7.62
"GETPAGE REQS-RANDOM /C", 58.71, 58.86, 0.26
"LIST PREFETCH REQUESTS /C", 0.22, 0.22, 0
"DYNAMIC PREFETCH REQUESTED /C", 0.38, 0.34, -10.53
"READ I/O - DASD CACHE HIT /C", 0.37, 0.24, -35.14
"BP16   WRITE OPERATIONS", Run A, Run B, DELTA (%)
"BUFFER UPDATES", 6958.8K, 6987.2K, 0.41
"PAGES WRITTEN", 95711.00, 82880.00, -13.41
"BUFF.UPDATES/PAGES WRITTEN", 72.71, 84.31, 15.95
