"Statistics Report"
"OPEN DATASETS - HWM", 30136.00, 30136.00, 0.00
"OPEN DATASETS", 29595.27, 29619.39, 0.08
"DS NOT IN USE,NOT CLOSE-HWM", 29707.00, 29707.00, 0.00
"DS NOT IN USE,NOT CLOSED", 27968.70, 28294.12, 1.16
"IN USE DATA SETS", 1626.57, 1325.27, -18.52
"DSETS CLOSED-THRESH.REACHED", 5596.00, 6721.00, 20.10
"DSETS CONVERTED R/W -> R/O", 31115.00, 34821.00, 11.91
"LOG ACTIVITY", M1020, M1021, DELTA (%)
"READS SATISFIED-OUTPUT BUFF", 4486.2K, 6313.2K, 40.72
"READS SATISFIED-OUTP.BUF(%)", 99.95, 97.82, -2.13
"READS SATISFIED-ACTIVE LOG", 2205.00, 141.0K, 6,294.56
"READS SATISFIED-ACTV.LOG(%)", 0.05, 2.18, 4,260.00
"ARCHIVE LOG WRITE ALLOCAT.", 156.00, 340.00, 117.95
"CONTR.INTERV.OFFLOADED-ARCH", 44928.0K, 97920.0K, 117.95
"LOG RECORDS CREATED", 861.4M, 1913.7M, 122.16
"LOG CI CREATED", 44923.4K, 98019.6K, 118.19
"LOG WRITE I/O REQ (LOG1&2)", 93775.4K, 105.5M, 12.50
"LOG CI WRITTEN (LOG1&2)", 138.1M, 227.4M, 64.66
"READS SATISFIED-OUTPUT BUFF /C", 0.08, 0.11, 37.50
"CONTR.INTERV.OFFLOADED-ARCH /C", 0.79, 1.69, 113.92
"LOG RECORDS CREATED /C", 15.17, 32.97, 117.34
"LOG CI CREATED /C", 0.79, 1.69, 113.92
"LOG WRITE I/O REQ (LOG1&2) /C", 1.65, 1.82, 10.30
"LOG CI WRITTEN (LOG1&2) /C", 2.43, 3.92, 61.32
"PLAN/PACKAGE PROCESSING", M1020, M1021, DELTA (%)
"INCREMENTAL BINDS", 706.7K, 1674.5K, 136.95
"PLAN ALLOCATION ATTEMPTS", 13574.5K, 10616.6K, -21.79
"PLAN ALLOCATION SUCCESSFUL", 13574.5K, 10616.6K, -21.79
"PACKAGE ALLOCATION ATTEMPT", 2523.7M, 2458.3M, -2.59
"PACKAGE ALLOCATION SUCCESS", 291.9M, 270.3M, -7.40
"PACKAGES BOUND", 14.00, 1.00, -92.86
"BIND REPLACE PACKAGE SUBCOM", 17.00, 5.00, -70.59
"AUTO.BIND PACKAGE ATTEMPTS", 1.00, 0.00, -100.00
"AUTO.BIND PACKAGES SUCCESS", 1.00, 0.00, -100.00
"REBIND PACKAGE SUBCOMMANDS", 135.00, 23.00, -82.96
"ATTEMPTS TO REBIND PACKAGE", 135.00, 23.00, -82.96
"PACKAGES REBOUND", 128.00, 23.00, -82.03
"INCREMENTAL BINDS /C", 0.01, 0.03, 200.00
"PLAN ALLOCATION ATTEMPTS /C", 0.24, 0.18, -25.00
"PLAN ALLOCATION SUCCESSFUL /C", 0.24, 0.18, -25.00
"PACKAGE ALLOCATION ATTEMPT /C", 44.43, 42.35, -4.68
"PACKAGE ALLOCATION SUCCESS /C", 5.14, 4.66, -9.34
"RID LIST PROCESSING", M1020, M1021, DELTA (%)
"SUCCESSFUL", 60891.0K, 162.5M, 166.87
"NOT USED-NO STORAGE", 3.00, 0.00, -100.00
"NOT USED-MAX LIMIT", 1322.00, 1182.00, -10.59
"MAX RID BLOCKS ALLOCATED", 10959.00, 10959.00, 0.00
"CURRENT RID BLOCKS ALLOCAT.", 129.83, 129.18, -0.50
"TERMINATED-EXCEED RDS LIMIT", 13053.00, 13270.00, 1.66
"OVERFLOWED-MAX LIMIT", 937.00, 1094.00, 16.76
"SKIPPED-INDEX KNOWN", 967.8K, 706.0K, -27.05
"SUCCESSFUL /C", 1.07, 2.80, 161.68
"SKIPPED-INDEX KNOWN /C", 0.02, 0.01, -50.00
"AUTHORIZATION MANAGEMENT", M1020, M1021, DELTA (%)
"TOTAL AUTH ATTEMPTS", 13932.6K, 10995.4K, -21.08
"TOTAL AUTH SUCC", 13932.6K, 10995.4K, -21.08
"PLAN-AUTH SUCC-W/O CATALOG", 13440.4K, 10484.4K, -21.99
"PLAN-AUTH SUCC-PUB-W/O CAT", 3366.00, 3732.00, 10.87
"PKG-AUTH SUCC-W/O CATALOG", 2395.00, 2697.00, 12.61
"PKG-AUTH SUCC-PUB-W/O CAT", 1.00, 1.00, 0.00
"PKG-AUTH UNSUCC-CACHE", 8399.00, 9316.00, 10.92
"TOTAL AUTH ATTEMPTS /C", 0.25, 0.19, -24.00
"TOTAL AUTH SUCC /C", 0.25, 0.19, -24.00
"PLAN-AUTH SUCC-W/O CATALOG /C", 0.24, 0.18, -25.00
"LOCKING ACTIVITY", M1020, M1021, DELTA (%)
"SUSPENSIONS (ALL)", 18129.6K, 18102.4K, -0.15
"SUSPENSIONS (LOCK ONLY)", 7096.8K, 9331.5K, 31.49
"SUSPENSIONS (IRLM LATCH)", 8214.5K, 6462.8K, -21.32
"SUSPENSIONS (OTHER)", 2818.4K, 2308.1K, -18.11
"TIMEOUTS", 29.00, 33.00, 13.79
"DEADLOCKS", 7.00, 14.00, 100.00
"LOCK REQUESTS", 1491.9M, 1628.3M, 9.14
"UNLOCK REQUESTS", 330.0M, 352.0M, 6.67
"QUERY REQUESTS", 351.3K, 396.2K, 12.78
"CHANGE REQUESTS", 30906.9K, 50487.9K, 63.35
"LOCK ESCALATION (EXCLUSIVE)", 4.00, 5.00, 25.00
"DRAIN REQUESTS", 51471.00, 58103.00, 12.88
"DRAIN REQUESTS FAILED", 332.00, 288.00, -13.25
"CLAIM REQUESTS", 1075.6M, 1035.0M, -3.77
"CLAIM REQUESTS FAILED", 21.00, 26.00, 23.81
"SUSPENSIONS (ALL) /C", 0.32, 0.31, -3.13
"SUSPENSIONS (LOCK ONLY) /C", 0.12, 0.16, 33.33
"SUSPENSIONS (IRLM LATCH) /C", 0.14, 0.11, -21.43
"SUSPENSIONS (OTHER) /C", 0.05, 0.04, -20.00
"LOCK REQUESTS /C", 26.27, 28.05, 6.78
"UNLOCK REQUESTS /C", 5.81, 6.06, 4.30
"QUERY REQUESTS /C", 0.01, 0.01, 0.00
"CHANGE REQUESTS /C", 0.54, 0.87, 61.11
"CLAIM REQUESTS /C", 18.94, 17.83, -5.86
"DATA SHARING LOCKING", M1020, M1021, DELTA (%)
"GLOBAL CONTENTION RATE (%)", 0.34, 0.35, 2.94
"FALSE CONTENTION RATE (%)", 0.04, 0.03, -25.00
"P/L-LOCKS XES RATE (%)", 2.78, 3.64, 30.94
"LOCK REQUESTS (P-LOCKS)", 205.9M, 227.7M, 10.59
"UNLOCK REQUESTS (P-LOCKS)", 204.0M, 225.1M, 10.34
"CHANGE REQUESTS (P-LOCKS)", 111.8K, 124.7K, 11.54
"SYNCH.XES - LOCK REQUESTS", 47225.9K, 67487.9K, 42.90
"SYNCH.XES - CHANGE REQUESTS", 844.2K, 674.0K, -20.16
"SYNCH.XES - UNLOCK REQUESTS", 565.4M, 653.0M, 15.49
"BACKGROUND.XES -CHILD LOCKS", 761.00, 1171.00, 53.88
"ASYNCH.XES -CONVERTED LOCKS", 545.6M, 628.1M, 15.12
"SUSPENDS - IRLM GLOBAL CONT", 3443.7K, 4239.5K, 23.11
"SUSPENDS - XES GLOBAL CONT.", 28026.00, 29665.00, 5.85
"SUSPENDS - FALSE CONT. MBR", 453.2K, 454.9K, 0.38
"NO DELAY LOCK REQ REJECTS", 112.3M, 81049.2K, -27.83
"NOTIFY MESSAGES SENT", 2454.0K, 1881.6K, -23.33
"NOTIFY MESSAGES RECEIVED", 6089.7K, 6318.0K, 3.75
"P-LOCK/NOTIFY EXITS ENGINES", 500.00, 500.00, 0.00
"PSET/PART P-LCK NEGOTIATION", 61709.00, 65035.00, 5.39
"PAGE P-LOCK NEGOTIATION", 3466.8K, 3972.5K, 14.59
"OTHER P-LOCK NEGOTIATION", 76113.00, 102.4K, 34.54
"P-LOCK CHANGE DURING NEG.", 3583.8K, 4117.9K, 14.90
"LOCK REQUESTS (P-LOCKS) /C", 3.62, 3.92, 8.29
"UNLOCK REQUESTS (P-LOCKS) /C", 3.59, 3.88, 8.08
"SYNCH.XES - LOCK REQUESTS /C", 0.83, 1.16, 39.76
"SYNCH.XES - CHANGE REQUESTS /C", 0.01, 0.01, 0.00
"SYNCH.XES - UNLOCK REQUESTS /C", 9.95, 11.25, 13.07
"ASYNCH.XES -CONVERTED LOCKS /C", 9.61, 10.82, 12.59
"SUSPENDS - IRLM GLOBAL CONT /C", 0.06, 0.07, 16.67
"SUSPENDS - FALSE CONT. MBR /C", 0.01, 0.01, 0.00
"NO DELAY LOCK REQ REJECTS /C", 1.98, 1.40, -29.29
"NOTIFY MESSAGES SENT /C", 0.04, 0.03, -25.00
"NOTIFY MESSAGES RECEIVED /C", 0.11, 0.11, 0.00
"PAGE P-LOCK NEGOTIATION /C", 0.06, 0.07, 16.67
"P-LOCK CHANGE DURING NEG. /C", 0.06, 0.07, 16.67
"GLOBAL DDF ACTIVITY", M1020, M1021, DELTA (%)
"HWM TYPE 1 INACTIVE DBATS", 2.00, 2.00, 0.00
"HWM ACTIVE AND DISCON DBATS", 17.00, 17.00, 0.00
"HWM TOTL REMOTE CONNECTIONS", 17.00, 17.00, 0.00
"QUERY PARALLELISM", M1020, M1021, DELTA (%)
"CPU TIMES", M1020, M1021, DELTA (%)
"TCB TIME", M1020, M1021, DELTA (%)
"SYSTEM SERVICES ADDRESS SPACE", 2:53.636954, 4:46.272493, 64.87
"DATABASE SERVICES ADDRESS SPACE", 6:24.209576, 6:51.857578, 7.20
"IRLM", 0.166269, 0.217156, 30.61
"DDF ADDRESS SPACE", 3.030466, 3.038468, 0.26
"TOTAL", 9:21.043265, 11:41.385696, 25.01
"PREEMPT SRB", M1020, M1021, DELTA (%)
"SYSTEM SERVICES ADDRESS SPACE", 1:58:29.556028, 2:08:00.629351, 8.03
"DATABASE SERVICES ADDRESS SPACE", 40:26.257436, 1:02:39.384128, 54.95
"DDF ADDRESS SPACE", 43.275115, 34.241494, -20.87
"TOTAL", 2:39:39.088579, 3:11:14.254973, 19.78
"NONPREEMPT SRB", M1020, M1021, DELTA (%)
"SYSTEM SERVICES ADDRESS SPACE", 1:37.833888, 2:29.964690, 53.29
"DATABASE SERVICES ADDRESS SPACE", 24:28.676481, 27:02.277897, 10.46
"IRLM", 2:21:28.687593, 2:37:18.628963, 11.19
"DDF ADDRESS SPACE", 0.247848, 0.251137, 1.33
"TOTAL", 2:47:35.445810, 3:06:51.122687, 11.49
"TOTAL TIME", M1020, M1021, DELTA (%)
"SYSTEM SERVICES ADDRESS SPACE", 2:03:01.026870, 2:15:16.866534, 9.97
"DATABASE SERVICES ADDRESS SPACE", 1:11:19.143493, 1:36:33.519604, 35.39
"IRLM", 2:21:28.853862, 2:37:18.846120, 11.19
"DDF ADDRESS SPACE", 46.553429, 37.531099, -19.38
"TOTAL", 5:36:35.577654, 6:29:46.763357, 15.80
"PREEMPT IIP SRB", M1020, M1021, DELTA (%)
"DATABASE SERVICES ADDRESS SPACE", 9:30:35.398543, 9:52:48.382821, 3.89
"TOTAL", 9:30:35.398543, 9:52:48.382821, 3.89
"COMMIT", M1020, M1021, DELTA (%)
"SYSTEM SERVICES ADDRESS SPACE", 0.000130, 0.000140, 7.69
"DATABASE SERVICES ADDRESS SPACE", 0.000075, 0.000100, 33.33
"IRLM", 0.000149, 0.000163, 9.40
"DDF ADDRESS SPACE", 0.000001, 0.000001, 0.00
"TOTAL", 0.000356, 0.000403, 13.20
"DATA CAPTURE", M1020, M1021, DELTA (%)
"IFC DEST. WRITTEN", M1020, M1021, DELTA (%)
"SMF", 49513.5K, 43853.5K, -11.43
"OP1", 51553.5K, 46212.7K, -10.36
"OP2", 69841.00, 59090.00, -15.39
"OP3", 17568.3K, 0.00, -100.00
"TOTAL", 118.7M, 90125.3K, -24.07
"IFC DEST. NOT WRTN", M1020, M1021, DELTA (%)
"OP7", 49239.0K, 43589.7K, -11.47
"TOTAL", 49239.0K, 43589.7K, -11.47
"IFC RECORD COUNTS WRITTEN", M1020, M1021, DELTA (%)
"SYSTEM RELATED", 4397.00, 4397.00, 0.00
"DATABASE RELATED", 4397.00, 4397.00, 0.00
"ACCOUNTING", 40744.2K, 36347.8K, -10.79
"START TRACE", 1.00, 0.00, -100.00
"STOP TRACE", 1.00, 0.00, -100.00
"SYSTEM PARAMETERS", 5744.00, 5740.00, -0.07
"SYS.PARMS-BPOOLS", 4397.00, 4397.00, 0.00
"AUDIT", 11377.00, 11131.00, -2.16
"TOTAL", 40774.5K, 36377.9K, -10.78
"IFC RECORD COUNTS NOT WRTN", M1020, M1021, DELTA (%)
"ACCOUNTING", 20372.1K, 18173.9K, -10.79
"SYSTEM PARAMETERS", 1439.00, 1439.00, 0.00
"TOTAL", 20373.5K, 18175.3K, -10.79
"LATCH CNT", M1020, M1021, DELTA (%)
"LC3", 0.38, 0.00, -100.00
"LC6", 0.49, 0.88, 79.59
"LC10", 0.79, 0.52, -34.18
"LC11", 6.78, 2.83, -58.26
"LC12", 11.80, 9.02, -23.56
"LC13", 0.02, 0.02, 0.00
"LC14", 42.19, 39.70, -5.90
"LC16", 0.12, 0.13, 8.33
"LC19", 0.50, 1.58, 216.00
"LC23", 20.01, 31.88, 59.32
"LC24", 231.03, 243.09, 5.22
"LC25", 77.22, 84.25, 9.10
"LC26", 0.01, 0.01, 0.00
"LC27", 1.51, 0.98, -35.10
"LC30", 4.01, 2.80, -30.17
"LC31", 7.71, 4.47, -42.02
"LC32", 3.46, 3.35, -3.18
"LC254", 1.06, 1.31, 23.58
"DBM1 AND MVS STORAGE BELOW 2GB", M1020, M1021, DELTA (%)
"TOTAL DBM1 STORAGE BELOW 2 GB           (MB)", 201.88, 199.96, -0.95
"TOTAL GETMAINED STORAGE                (MB)", 15.84, 15.57, -1.70
"TOTAL VARIABLE STORAGE                 (MB)", 108.24, 106.60, -1.52
"TOTAL AGENT LOCAL STORAGE             (MB)", 71.54, 72.81, 1.78
"TOTAL AGENT SYSTEM STORAGE           (MB)", 34.12, 34.12, 0.00
"NUMBER OF PREFETCH ENGINES", 600.00, 600.00, 0.00
"NUMBER OF DEFERRED WRITE ENGINES", 300.00, 300.00, 0.00
"NUMBER OF CASTOUT ENGINES", 300.00, 300.00, 0.00
"NUMBER OF GBP WRITE ENGINES", 300.00, 300.00, 0.00
"NUMBER OF P-LOCK/NOTIFY EXIT ENGINES", 213.00, 213.00, 0.00
"TOTAL AGENT NON-SYSTEM STORAGE       (MB)", 37.42, 38.69, 3.39
"TOTAL NUMBER OF ACTIVE USER THREADS", 116.92, 132.58, 13.39
"NUMBER OF ALLIED THREADS", 116.92, 132.58, 13.39
"SYSTEM COPIES OF CACHED SQL STMTS     (MB)", 5.27, 5.27, 0.00
"HWM FOR ALLOCATED STATEMENTS        (MB)", 0.13, 0.12, -7.69
"SYSTEM COPIES OF STATIC SQL           (MB)", 4.14, 4.33, 4.59
"IN USE STORAGE                      (MB)(SYSTEM COPIES OF STATIC SQL           (MB))", 0.40, 0.38, -5.00
"THREAD PLAN AND PACKAGE STORAGE       (MB)", 1.21, 1.06, -12.40
"BUFFER MANAGER STORAGE CNTL BLKS      (MB)", 13.86, 13.90, 0.29
"TOTAL FIXED STORAGE                    (MB)", 1.58, 1.58, 0.00
"TOTAL GETMAINED STACK STORAGE          (MB)", 76.21, 76.21, 0.00
"TOTAL STACK STORAGE IN USE           (MB)", 36.60, 37.21, 1.67
"SYSTEM AGENT STACK STORAGE IN USE  (MB)", 30.91, 30.92, 0.03
"STORAGE CUSHION                         (MB)", 298.54, 298.51, -0.01
"24 BIT LOW PRIVATE                      (MB)", 0.22, 0.22, 0.00
"24 BIT HIGH PRIVATE                     (MB)", 0.45, 0.45, 0.00
"24 BIT PRIVATE CURRENT HIGH ADDRESS", 0000000000073000, 000000000004F000, 343.27
"31 BIT EXTENDED LOW PRIVATE             (MB)", 135.53, 135.54, 0.01
"31 BIT EXTENDED HIGH PRIVATE            (MB)", 357.28, 355.57, -0.48
"31 BIT PRIVATE CURRENT HIGH ADDRESS", 000000002B5D8000, 000000002B5D8000, 0.00
"EXTENDED REGION SIZE (MAX)              (MB)", 1490.00, 1490.00, 0.00
"EXTENDED CSA SIZE                       (MB)", 371.84, 371.84, 0.00
"AVERAGE THREAD FOOTPRINT                (MB)", 1.02, 0.89, -12.75
"MAX NUMBER OF POSSIBLE THREADS", 733, 843, 15.01
"AVERAGE THREAD FOOTPRINT (TYPE II)      (MB)", 0.51, 0.45, -11.76
"MAX NUMBER OF POSSIBLE THREADS (TYPE II)", 2162, 2474, 14.43
"DBM1 STORAGE ABOVE 2GB", M1020, M1021, DELTA (%)
"GETMAINED STORAGE                       (MB)", 1123.51, 1132.45, 0.80
"COMPRESSION DICTIONARY                (MB)", 353.81, 362.76, 2.53
"IN USE EDM DBD POOL                   (MB)", 140.67, 140.57, -0.07
"IN USE EDM STATEMENT POOL             (MB)", 96.74, 97.13, 0.40
"IN USE EDM SKELETON POOL              (MB)", 287.56, 288.00, 0.15
"FIXED STORAGE POOL                      (MB)", 525.25, 526.05, 0.15
"VARIABLE STORAGE POOL                   (MB)", 617.39, 620.12, 0.44
"STORAGE MANAGER CONTROL BLOCKS          (MB)", 18.77, 19.13, 1.92
"VIRTUAL BUFFER POOLS                    (MB)", 14078.12, 14078.12, 0.00
"VIRTUAL POOL CONTROL BLOCKS             (MB)", 462.68, 462.68, 0.00
"CASTOUT BUFFERS                         (MB)", 37.50, 37.50, 0.00
"SHARED GETMAINED STORAGE                (MB)", 59.61, 52.92, -11.22
"STORAGE FOR STMT DEPENDENCIES         (MB)", 51.85, 40.83, -21.25
"SHARED FIXED STORAGE                    (MB)", 8.71, 8.71, 0.00
"RID POOL                              (MB)", 321.00, 321.00, 0.00
"SHARED VARIABLE STORAGE                 (MB)", 718.18, 739.39, 2.95
"TOTAL AGENT LOCAL STORAGE             (MB)", 677.60, 698.80, 3.13
"TOTAL AGENT SYSTEM STORAGE          (MB)", 367.90, 367.27, -0.17
"TOTAL AGENT NON-SYSTEM STORAGE      (MB)", 309.70, 331.53, 7.05
"IN USE STORAGE                  (MB)", 0.06, 0.08, 33.33
"STATEMENTS COUNT", 1.67, 1.97, 17.96
"HWM FOR ALLOCATED STATEMENTS    (MB)", 3.54, 3.68, 3.95
"STATEMENT COUNT AT HWM", 46.00, 39.00, -15.22
"DATE AT HWM", 10/19/14, 10/20/14, 0.34
"TIME AT HWM", 23:31:43.37, 23:32:40.99, 0.07
"DYNAMIC STMT CACHE CNTL BLKS          (MB)", 39.29, 39.29, 0.00
"THREAD PLAN AND PACKAGE STORAGE       (MB)", 9.22, 8.93, -3.15
"SHARED STORAGE MANAGER CNTL BLKS        (MB)", 69.65, 69.65, 0.00
"SHARED SYSTEM AGENT STACK STORAGE       (MB)", 1024.00, 1024.00, 0.00
"STACK STORAGE IN USE                  (MB)", 475.11, 476.38, 0.27
"SHARED NON-SYSTEM AGENT STACK STORAGE   (MB)", 3072.00, 3072.00, 0.00
"STACK STORAGE IN USE                  (MB)(SHARED NON-SYSTEM AGENT STACK STORAGE   (MB))", 65.27, 72.58, 11.20
"DIST AND MVS STORAGE BELOW 2GB", M1020, M1021, DELTA (%)
"TOTAL DIST STORAGE BELOW 2 GB           (MB)", 1.95, 1.95, 0.00
"TOTAL VARIABLE STORAGE                 (MB)", 0.53, 0.53, 0.00
"TOTAL FIXED STORAGE                    (MB)", 0.08, 0.08, 0.00
"TOTAL GETMAINED STACK STORAGE          (MB)", 1.33, 1.33, 0.00
"TOTAL STACK STORAGE IN USE           (MB)", 0.86, 0.86, 0.00
"SYSTEM AGENT STACK STORAGE IN USE  (MB)", 0.77, 0.77, 0.00
"STORAGE CUSHION                         (MB)", 335.23, 335.23, 0.00
"24 BIT LOW PRIVATE                      (MB)", 0.24, 0.24, 0.00
"24 BIT HIGH PRIVATE                     (MB)", 0.21, 0.21, 0.00
"24 BIT PRIVATE CURRENT HIGH ADDRESS", 0000000000043000, 0000000000043000, 0.00
"31 BIT EXTENDED LOW PRIVATE             (MB)", 12.77, 12.77, 0.00
"31 BIT EXTENDED HIGH PRIVATE            (MB)", 14.70, 14.72, 0.14
"31 BIT PRIVATE CURRENT HIGH ADDRESS", 0000000023AC5000, 0000000023AC5000, 0.00
"EXTENDED REGION SIZE (MAX)              (MB)", 1490.00, 1490.00, 0.00
"DIST STORAGE ABOVE 2GB", M1020, M1021, DELTA (%)
"FIXED STORAGE                           (MB)", 0.08, 0.08, 0.00
"VARIABLE STORAGE                        (MB)", 0.07, 0.07, 0.00
"STORAGE MANAGER CONTROL BLOCKS          (MB)", 1.34, 1.34, 0.00
"REAL AND AUXILIARY STORAGE FOR DBM1", M1020, M1021, DELTA (%)
"REAL STORAGE IN USE                     (MB)", 17405.86, 17431.58, 0.15
"31 BIT IN USE                         (MB)", 513.07, 511.93, -0.22
"64 BIT IN USE                         (MB)", 16892.79, 16919.65, 0.16
"64 BIT THREAD AND SYSTEM ONLY       (MB)", 1983.61, 2003.82, 1.02
"HWM 64 BIT REAL STORAGE IN USE          (MB)", 17032.45, 17032.45, 0.00
"AVERAGE THREAD FOOTPRINT                (MB)", 21.35, 18.98, -11.10
"AUXILIARY STORAGE IN USE                (MB)", 1870.26, 1870.05, -0.01
"31 BIT IN USE                         (MB)(AUXILIARY STORAGE IN USE                (MB))", 21.01, 20.79, -1.05
"64 BIT IN USE                         (MB)(AUXILIARY STORAGE IN USE                (MB))", 1849.26, 1849.26, 0.00
